11	44	33
11	45	104
11	46	72
11	47	479
11	48	86
11	49	103
11	50	36
11	51	410
11	52	559
11	53	215
11	54	114
11	55	392
11	56	76
11	57	351
11	58	494
11	59	782
11	60	556
11	61	438
11	62	869
11	63	14
11	64	100
11	65	478
11	66	600
11	67	988
11	69	496
11	70	25
11	71	28
11	72	426
11	73	348
11	74	27
11	75	23
11	76	306
11	77	351
11	78	36
11	79	218
11	80	353
11	81	173
11	82	124
11	83	200
11	84	209
11	85	59
11	86	59
12	1	113
12	2	223
12	3	261
12	4	492
12	5	430
12	6	456
12	7	10
12	8	795
12	9	444
12	10	643
12	11	481
12	12	1051
12	13	882
12	14	172
12	15	215
12	16	321
12	17	162
12	18	500
12	19	684
12	20	110
12	21	142
12	22	1000
12	23	119
12	24	916
12	25	50
12	26	611
12	27	95
12	28	213
12	29	121
12	30	165
12	31	201
12	32	197
12	33	50
12	34	652
12	35	744
12	36	793
12	37	144
12	38	399
12	39	911
12	40	750
12	41	632
12	42	914
12	43	511
12	44	171
12	45	25
12	46	369
12	47	778
12	48	739
12	49	897
12	50	741
12	51	8
12	52	1293
12	53	752
12	54	957
12	55	754
12	56	49
12	57	408
12	58	75
12	59	581
12	60	685
12	61	15
12	62	427
12	63	167
12	64	574
12	65	549
12	66	33
12	67	219
12	68	632
12	69	534
12	70	286
12	71	33
12	72	239
12	73	1047
13	1	271
13	2	134
13	3	118
13	4	136
13	5	183
13	6	149
13	7	81
13	8	140
13	9	110
13	10	106
13	11	59
13	12	119
13	13	810
13	14	218
13	15	262
13	16	31
13	17	34
13	18	189
13	19	795
13	20	839
13	21	187
13	22	153
13	23	160
13	24	170
13	25	152
13	26	768
13	27	135
13	28	232
13	29	1635
13	30	700
13	31	193
13	32	28
13	33	484
13	34	316
13	35	331
13	36	321
13	37	221
13	38	677
13	39	86
13	40	931
13	41	72
13	42	106
13	43	149
13	44	121
13	45	412
13	46	41
13	47	682
13	48	89
13	49	105
13	50	104
13	51	106
13	52	332
13	53	243
13	54	263
13	55	95
13	56	58
13	57	419
13	58	273
13	59	85
13	60	36
13	61	289
13	62	507
13	63	1657
13	64	104
13	65	403
13	66	243
13  67  20
13  68  35
13	69	93
13	70	891
13	71	121
13	72	489
13	73	162
13	74	155
13	75	303
13	76	21
13	77	280
13	78	174
13	79	465
13	80	515
13	81	250
13	82	167
13	83	135
13	84	236
13	85	35
13	86	38
13	87	140
13	88	572
13	89	200
13	90	442
13	91	234
13	92	177
13	93	81
13	94	179
13	95	159
14	1	553
14	2	33
14	3	509
14	4	464
14	5	679
14	6	661
14	7	558
14	8	944
14	9	850
14	10	385
14	11	489
14	12	751
14	13	133
14	14	969
14	15	995
14	16	206
14	17	215
14	18	1047
14	19	654
14	20	684
14	21	61
14	22	591
14	23	711
14	24	879
14	25	756
14	26	586
14	27	805
14	28	165
14	29	982
14	30	1109
14	31	56
14	32	275
14	33	996
14	34	496
14	35	172
14	36	630
14	37	600
14	38	533
14	39	661
14	40	720
14	41	401
14	42	876
14	43	873
14	44	793
14	45	338
14	46	34
14	47	27
14	48	725
14	49	471
14	50	1032
14	51	1051
14	52	1100
14	53	929
15	1	503
15	2	385
15	3	254
15	4	638
15	5	520
15	6	244
15	7	678
15	8	316
15	9	492
15	10	477
15	11	521
15	12	175
15	13	484
15	14	649
15	15	111
15	16	76
15	17	712
15	18	1025
15	19	398
15	20	927
15	21	664
15	22	557
15	23	75
15	24	514
15	25	191
15	26	379
15	27	818
15	28	163
15	29	1197
15	31	838
15	32	1008
15	33	57
15	34	1011
15	35	146
15	36	106
15	37	131
15	38	456
15	39	444
15	40	426
15	41	78
15	42	208
15	43	144
15	44	330
15	45	202
15	46	258
15	47	200
15	48	167
15	49	32
15	50	531
15	51	1178
15	52	636
15	53	942
15	54	342
15	55	1124
15	56	1044
15	57	1266
16	1	391
16	2	212
16	3	401
16	4	473
16	5	152
16	6	529
16	7	362
16	8	143
16	9	17
16	10	228
16	11	574
16	12	228
16	13	400
16	14	460
16	15	182
16	16	125
16	17	122
16	18	668
16	19	694
16	20	607
16	21	480
16	22	607
16	23	589
16	24	549
16	25	27
16	26	345
16	27	70
16	28	15
16	29	353
16	30	217
16	31	723
16	32	193
16	33	600
16	34	483
16	35	777
16	36	198
16	37	195
16	38	314
16	39	229
16	40	86
16	41	492
16	42	285
16	43	156
16	44	176
16	45	161
16	46	214
16	47	207
16	48	167
16	49	158
16	50	88
16	51	394
16	52	408
16	53	24
16	54	72
16	55	134
16	56	94
16	57	556
16	58	276
16	59	117
16	60	583
16	61	541
16	62	632
16	63	21
16	64	17
16	65	137
16	66	276
16	67	328
17	1	530
17	2	516
17	3	20
17	4	24
17	5	264
17	6	550
17	7	157
17	8	250
17	9	433
17	10	311
17	11	470
17	12	490
17	13	347
17	14	429
17	15	21
17	16	705
17	17	404
17	18	149
17	19	430
17	20	590
17	21	218
17	22	576
17	23	317
17	24	177
17	25	363
17	26	407
17	27	457
17	28	107
17	29	345
17	30	291
17	31	9
17	32	677
17	33	434
17	34	91
17	35	540
17	36	378
17	37	454
17	38	555
17	39	394
17	40	359
17	41	94
17	42	281
17	43	491
17	44	491
17	45	151
17	46	501
17	47	154
17	48	140
17	49	398
17	50	391
17	51	101
17	52	92
17	53	64
17	54	55
17	55	76
17	56	69
17	57	86
17	58	657
17	59	85
17	60	149
17	61	207
17	62	413
17	63	299
17	64	273
17	65	24
17	66	48
17	67	219
17	68	35
17	69	66
17	70	766
17	71	166
17	72	106
17	73	481
17	74	95
17	75	171
17	76	427
18	1	180
18	2	143
18	3	17
18	4	424
18	5	580
18	6	174
18	7	208
18	8	513
18	9	332
18	10	121
18	11	362
18	12	582
18	13	557
18	14	17
18	15	404
18	16	36
18	17	339
18	18	96
18	19	132
18	20	89
18	21	160
18	22	146
18	23	74
18	24	126
18	25	570
18	26	531
18	27	516
18	28	452
18	29	678
18	30	797
18	31	153
18	32	86
18	33	141
18	34	90
18	35	247
18	36	106
18	37	72
18	38	214
18	39	94
18	40	76
18	41	204
18	42	76
18	43	300
18	44	72
18	45	174
18	46	629
18	47	367
18	48	540
18	49	658
18	50	727
18	51	462
18	52	506
18	53	145
18	54	111
18	55	452
18	56	220
18	57	101
18	58	113
18	59	197
18	60	90
18	61	141
18	62	120
18	63	234
18	64	228
18	65	185
18	66	197
18	67	235
18	68	210
18	69	279
18	70	61
18	71	65
18	72	126
18	73	168
18	74	63
18	75	65
18	76	119
18	77	105
18	78	340
18	79	116
18	80	309
18	81	98
18	82	72
18	83	163
18	84	499
18	85	626
18	86	33
18	87	297
19	1	1042
19	2	94
19	3	63
19	4	913
19	5	58
19	6	162
19	7	160
19	8	762
19	9	390
19	10	874
19	11	265
19	12	108
19	13	306
19	14	322
19	15	955
19	16	131
19	17	706
19	18	645
19	19	410
19	20	5
19	21	811
19	22	46
19	23	703
19	24	946
19	25	535
19	26	595
19	27	381
19	28	619
19	29	150
19	30	128
19	31	123
19	32	100
19	33	109
19	34	32
19	35	1376
19	36	365
19	37	640
19	38	693
19	39	258
19	40	980
19	41	628
19	42	312
19	43	760
19	44	835
19	45	22
19	46	493
19	47	949
19	48	402
19	49	413
19	50	856
19	51	957
19	52	891
19	53	526
19	54	787
19	55	292
19	56	1053
19	57	394
19	58	935
19	59	720
19	60	31
19	61	32
19	62	670
19	63	1178
20	1	464
20	2	974
20	3	481
20	4	36
20	5	285
20	6	464
20	7	419
20	8	523
20	9	593
20	10	562
20	11	670
20	12	184
20	13	423
20	15	601
20	16	385
20	17	366
20	18	268
20	19	44
20	20	27
20	21	69
20	22	345
20	23	292
20	24	160
20	25	60
20	26	610
20	27	751
20	28	814
20	29	613
20	30	465
20	31	507
20	32	720
20	33	686
20	34	452
20	35	36
20	36	45
20	37	579
20	38	488
20	39	46
20	40	68
20	41	845
20	42	740
20	43	288
20	44	466
20	45	16
20	46	60
20	47	130
20	48	808
20	49	737
20	50	147
20	52	166
20	53	161
20	54	292
20	55	172
20	56	731
20	57	313
20	58	37
20	59	713
20	60	18
20	61	524
20	62	356
20	63	651
20	64	724
20	65	94
20	66	737
21	1	535
21	2	698
21	3	633
21	4	110
21	5	300
21	6	91
21	7	103
21	8	204
21	9	18
21	10	173
21	11	373
21	12	88
21	13	90
21	14	72
21	15	77
21	16	95
21	17	135
21	18	908
21	19	232
21	20	567
21	21	157
21	22	10
21	23	519
21	24	496
21	25	468
21	26	756
21	27	503
21	28	63
21	29	92
21	30	71
21	31	116
21	32	638
21	33	370
21	34	356
21	35	28
21	36	131
21	37	263
21	38	136
21	39	665
21	40	20
21	41	81
21	42	100
21	43	38
21	44	551
21	45	396
21	46	369
21	47	512
21	48	284
21	49	518
21	50	624
21	51	914
21	52	618
21	53	285
21	54	398
21	55	378
21	56	325
21	57	356
21	58	434
21	59	388
21	60	288
21	61	438
21	62	539
21	63	164
21	64	115
21	65	612
22	1	637
22	2	436
22	3	493
22	4	561
22	5	70
22	6	116
22	7	385
22	8	475
22	9	218
22	10	433
22	11	713
22	12	384
22	13	204
22	14	78
22	15	154
22	16	34
22	17	520
22	18	378
22	19	725
22	20	148
22	21	152
22	22	167
22	23	215
22	24	484
22	25	487
22	26	311
22	27	296
22	28	262
22	29	366
22	30	152
22	31	635
22	32	418
22	33	291
22	34	178
22	35	110
22	36	161
22	37	363
22	38	476
22	39	542
22	40	803
22	41	568
22	42	305
22	43	126
22	44	132
22	45	270
22	46	810
22	47	132
22	48	1016
22	49	106
22	50	801
22	51	246
22	52	388
22	53	504
22	54	396
22	55	273
22	56	156
22	57	169
22	58	72
22	59	295
22	60	746
22	61	195
22	62	129
22	63	164
22	64	213
23	1	572
23	2	452
23	3	389
23	4	84
23	5	542
23	6	366
23	7	358
23	8	187
23	9	136
23	10	143
23	11	151
23	12	110
23	13	236
23	14	397
23	15	563
23	16	785
23	17	595
23	18	760
23	19	149
23	20	115
23	21	237
23	22	369
23	23	299
23	24	570
23	25	452
23	26	556
23	27	375
23	28	248
23	29	682
23	30	513
23	31	603
23	32	41
23	33	123
23	34	75
23	35	490
23	36	590
23	37	104
23	38	104
23	39	642
23	40	301
23	41	511
23	42	293
23	43	454
23	44	91
23	45	481
23	46	392
23	47	148
23	48	201
23	49	115
23	50	471
23	51	584
24	1	85
24	2	469
24	3	155
24	4	189
24	5	157
24	6	359
24	7	98
24	8	325
24	9	522
24	10	500
24	11	731
24	12	630
24	13	101
24	14	168
24	15	13
24	16	73
24	17	395
24	18	612
24	19	638
24	20	621
24	21	382
24	22	729
24	23	314
24	24	332
24	25	245
24	26	428
24	27	274
24	28	57
24	29	234
24	30	212
24	31	754
24	32	425
24	33	280
24	34	38
24	35	612
24	36	717
24	37	98
24	38	488
24	39	271
24	40	516
24	41	558
24	42	739
24	43	98
24	44	377
24	45	105
24	46	854
24	47	681
24	48	187
24	49	218
24	50	37
24	51	515
24	52	144
24	53	592
24	54	420
24	55	68
25	1	1022
25	2	207
25	3	146
25	4	134
25	5	93
25	6	100
25	7	233
25	8	637
25	9	382
25	10	825
25	11	440
25	12	559
25	13	548
25	14	235
25	15	495
25	16	347
25	17	424
25	18	999
25	19	27
25	20	582
25	21	368
25	22	168
25	23	153
25	24	142
25	25	766
25	26	698
25	27	43
25	28	797
25	29	912
25	30	823
25	31	527
25	32	693
25	33	448
25	34	693
25	35	588
25	36	576
25	37	22
25	38	536
25	39	975
25	40	635
25	41	923
25	42	693
25	43	426
25	44	72
25	45	24
25	46	431
25	47	327
25	48	756
25	49	536
25	50	213
25	51	120
25	52	78
25	53	615
